,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
1487,University of North Florida,Main Campus,1 UNF Dr.,Jacksonville,FL,322242648,1,"Public, 4-year or above",6797.0,8965.0,15762.0,5,2,1,2,"1 UNF Dr., Jacksonville, FL, 322242648","[30.2706682, -81.5104313]",30.2706682,-81.5104313
1488,Nova Southeastern University,Nova Southeastern University - Main Campus,3301 College Ave.,Ft. Lauderdale-Davie,FL,333147796,2,"Private nonprofit, 4-year or above",6568.0,15057.0,21625.0,0,10,0,0,"3301 College Ave., Ft. Lauderdale-Davie, FL, 333147796","[26.078607, -80.243539]",26.078607,-80.243539
1489,Nova Southeastern University,Nova Southeastern University - North Miami Beach,1750 N. E. 167th Street,North Miami Beach,FL,331623017,2,"Private nonprofit, 4-year or above",6568.0,15057.0,21625.0,0,0,1,0,"1750 N. E. 167th Street, North Miami Beach, FL, 331623017","[25.929231, -80.1650981]",25.929231,-80.1650981
1491,Nova Southeastern University,Nova Southeastern University - Miami-Kendall,8585 SW 124 Ave,Kendall,FL,331834600,2,"Private nonprofit, 4-year or above",6568.0,15057.0,21625.0,0,0,0,1,"8585 SW 124 Ave, Kendall, FL, 331834600","[25.6886553, -80.3923949]",25.6886553,-80.3923949
1505,Palm Beach State College,Main Campus,4200 CONGRESS AVE,LAKE WORTH,FL,334614796,1,"Public, 4-year or above",12894.0,17626.0,30520.0,0,0,1,0,"4200 CONGRESS AVE, LAKE WORTH, FL, 334614796","[26.6117786, -80.0872773]",26.6117786,-80.0872773
1512,Pasco-Hernando State College,Spring Hill Campus,450 Beverly Court,Spring Hill,FL,34608,1,"Public, 4-year or above",4521.0,7301.0,11822.0,0,0,0,1,"450 Beverly Court, Spring Hill, FL, 34608","[28.4429446, -82.6312512]",28.4429446,-82.6312512
1521,Polk State College,Winter Haven Campus,999 Ave. H NE,Winter Haven,FL,338814299,1,"Public, 4-year or above",4197.0,7167.0,11364.0,0,0,1,0,"999 Ave. H NE, Winter Haven, FL, 338814299","[28.0329108, -81.7136508]",28.0329108,-81.7136508
1522,Polk State College,Lakeland Campus,3425 Winter Lake Road,Lakeland,FL,33803,1,"Public, 4-year or above",4197.0,7167.0,11364.0,0,1,0,0,"3425 Winter Lake Road, Lakeland, FL, 33803","[27.9967604, -81.8900342]",27.9967604,-81.8900342
1531,Ringling College of Art and Design,Main Campus,2700 N TAMIAMI TR,SARASOTA,FL,342345896,2,"Private nonprofit, 4-year or above",468.0,872.0,1340.0,0,3,0,0,"2700 N TAMIAMI TR, SARASOTA, FL, 342345896","[27.360496, -82.54875419999999]",27.360496,-82.5487542
1568,Seminole State College of Florida,Sanford/Lake Mary,100 Weldon Blvd,Sanford,FL,327736199,1,"Public, 4-year or above",7833.0,9873.0,17706.0,0,0,0,1,"100 Weldon Blvd, Sanford, FL, 327736199","[28.7441889, -81.30329859999999]",28.7441889,-81.3032986
1578,South Florida State College,Highlands Campus,600 W COLLEGE DR,AVON PARK,FL,33825,1,"Public, 4-year or above",1023.0,1699.0,2722.0,0,0,0,1,"600 W COLLEGE DR, AVON PARK, FL, 33825","[27.5686911, -81.5076514]",27.5686911,-81.5076514
1587,Stetson University,Main Campus,421 N WOODLAND BLVD,DELAND,FL,32723,2,"Private nonprofit, 4-year or above",1845.0,2512.0,4357.0,3,3,0,0,"421 N WOODLAND BLVD, DELAND, FL, 32723","[29.0366133, -81.3032905]",29.0366133,-81.3032905
1591,Southeastern University,Main Campus,1000 LONGFELLOW BLVD,LAKELAND,FL,338016034,2,"Private nonprofit, 4-year or above",2467.0,3337.0,5804.0,0,1,0,0,"1000 LONGFELLOW BLVD, LAKELAND, FL, 338016034","[28.0314996, -81.9180616]",28.0314996,-81.9180616
1596,Tallahassee Community College,Main Campus,444 APPLEYARD DR,TALLAHASSEE,FL,323042895,4,"Public, 2-year",5687.0,6513.0,12200.0,1,0,0,0,"444 APPLEYARD DR, TALLAHASSEE, FL, 323042895","[30.44427009999999, -84.34044229999999]",30.4442701,-84.3404423
1598,Tallahassee Community College,Ghazvini Center for Healthcare Education,1528 Surgeons Drive,Tallahassee,FL,32308,4,"Public, 2-year",5687.0,6513.0,12200.0,1,0,0,0,"1528 Surgeons Drive, Tallahassee, FL, 32308","[30.4600865, -84.2559528]",30.4600865,-84.2559528
1603,The University of Tampa,Main Campus,401 West Kennedy Blvd.,Tampa,FL,336061490,2,"Private nonprofit, 4-year or above",3465.0,4767.0,8232.0,3,0,0,3,"401 West Kennedy Blvd., Tampa, FL, 336061490","[27.9479478, -82.464656]",27.9479478,-82.464656
1611,Valencia College,East Campus,701 N. Econlockhatchee Trail,Orlando,FL,32825,1,"Public, 4-year or above",19512.0,25003.0,44515.0,0,0,1,0,"701 N. Econlockhatchee Trail, Orlando, FL, 32825","[28.553125, -81.250628]",28.553125,-81.250628
1624,The University of West Florida,Main Campus,11000 UNIVERSITY PKWY,Pensacola,FL,325145750,1,"Public, 4-year or above",5212.0,7754.0,12966.0,5,1,1,3,"11000 UNIVERSITY PKWY, Pensacola, FL, 325145750","[30.5491387, -87.21858619999999]",30.5491387,-87.2185862
1637,Darton State College,Darton State College,2400 GILLIONVILLE RD,ALBANY,GA,317073098,1,"Public, 4-year or above",1068.0,3052.0,4120.0,1,0,0,0,"2400 GILLIONVILLE RD, ALBANY, GA, 317073098","[31.581787, -84.21373799999999]",31.581787,-84.213738
1638,Albany State University,Albany State University,504 College Drive,Albany,GA,31705,1,"Public, 4-year or above",996.0,2045.0,3041.0,2,3,0,0,"504 College Drive, Albany, GA, 31705","[31.5711008, -84.1444411]",31.5711008,-84.1444411
1640,Armstrong State University,Armstrong State University,11935 ABERCORN ST,SAVANNAH,GA,314191997,1,"Public, 4-year or above",2374.0,4783.0,7157.0,1,2,0,0,"11935 ABERCORN ST, SAVANNAH, GA, 314191997","[31.97818669999999, -81.1650166]",31.9781867,-81.1650166
1648,Clark Atlanta University,Clark Atlanta University,"223 James P. Brawley Drive, SW",Atlanta,GA,303144391,2,"Private nonprofit, 4-year or above",1155.0,2729.0,3884.0,0,0,4,1,"223 James P. Brawley Drive, SW, Atlanta, GA, 303144391","[33.7482561, -84.4130399]",33.7482561,-84.4130399
1653,Bainbridge State College,Bainbridge State College,P.O. Box 990 - 2500 E SHOTWELL ST,BAINBRIDGE,GA,39819,1,"Public, 4-year or above",743.0,1725.0,2468.0,0,2,0,0,"P.O. Box 990 - 2500 E SHOTWELL ST, BAINBRIDGE, GA, 39819","[30.9035303, -84.5438841]",30.9035303,-84.5438841
1656,Berry College,Main Campus,2277 MARTHA BERRY HWY NW,MOUNT BERRY,GA,30149,2,"Private nonprofit, 4-year or above",855.0,1319.0,2174.0,7,2,0,0,"2277 MARTHA BERRY HWY NW, MOUNT BERRY, GA, 30149","[34.290361, -85.189199]",34.290361,-85.189199
1663,Brewton-Parker College,Main Campus  Mt. Vernon Georgia,201 David-Eliza Fountain Circle,Mount Vernon,GA,30445,2,"Private nonprofit, 4-year or above",290.0,313.0,603.0,0,0,1,1,"201 David-Eliza Fountain Circle, Mount Vernon, GA, 30445","[32.1857919, -82.5847649]",32.1857919,-82.5847649
1665,College of Coastal Georgia,Main Campus,ONE COLLEGE DRIVE,BRUNSWICK,GA,315203644,1,"Public, 4-year or above",1208.0,2321.0,3529.0,3,1,0,0,"ONE COLLEGE DRIVE, BRUNSWICK, GA, 315203644","[31.1832206, -81.48698019999999]",31.1832206,-81.4869802
1680,Columbus State University,Columbus State University,4225 UNIVERSITY AVE,COLUMBUS,GA,319075645,1,"Public, 4-year or above",3418.0,4989.0,8407.0,3,3,1,2,"4225 UNIVERSITY AVE, COLUMBUS, GA, 319075645","[32.5039, -84.9392331]",32.5039,-84.9392331
1681,Columbus State University,RiverPark Campus,901 Front Avenue,Columbus,GA,31901,1,"Public, 4-year or above",3418.0,4989.0,8407.0,1,0,0,2,"901 Front Avenue, Columbus, GA, 31901","[32.4634309, -84.99499860000002]",32.4634309,-84.9949986
1687,Covenant College,Main Campus,14049 Scenic Highway,LOOKOUT MOUNTAIN,GA,307504164,2,"Private nonprofit, 4-year or above",477.0,581.0,1058.0,1,0,0,0,"14049 Scenic Highway, LOOKOUT MOUNTAIN, GA, 307504164","[34.9665341, -85.3743427]",34.9665341,-85.3743427
1688,Dalton State College,Main Campus,650 COLLEGE DRIVE,DALTON,GA,307203797,1,"Public, 4-year or above",2092.0,3096.0,5188.0,1,0,0,1,"650 COLLEGE DRIVE, DALTON, GA, 307203797","[34.77726, -85.0022215]",34.77726,-85.0022215
1693,East Georgia State College,Main Campus,131 COLLEGE CIRCLE,SWAINSBORO,GA,30401,1,"Public, 4-year or above",1321.0,1831.0,3152.0,2,0,0,1,"131 COLLEGE CIRCLE, SWAINSBORO, GA, 30401","[32.5938846, -82.30629119999999]",32.5938846,-82.3062912
1695,East Georgia State College,East Geogia State College-AU,2500 Walton Way,Augusta,GA,30904,1,"Public, 4-year or above",1321.0,1831.0,3152.0,1,0,1,0,"2500 Walton Way, Augusta, GA, 30904","[33.476154, -82.0240038]",33.476154,-82.0240038
1696,Emmanuel College,Main Campus,181 SPRING ST,FRANKLIN SPRINGS,GA,30639,2,"Private nonprofit, 4-year or above",478.0,442.0,920.0,0,2,0,1,"181 SPRING ST, FRANKLIN SPRINGS, GA, 30639","[34.28149750000001, -83.1489383]",34.2814975,-83.1489383
1697,Emory University,Main Campus,201 Dowman Drive,ATLANTA,GA,30322,2,"Private nonprofit, 4-year or above",5891.0,8176.0,14067.0,6,5,3,5,"201 Dowman Drive, ATLANTA, GA, 30322","[33.7894903, -84.3267716]",33.7894903,-84.3267716
1698,Emory University,Emory University Hospital Midtown Campus,"550 Peachtree Street, N. E.",Atlanta,GA,30308,2,"Private nonprofit, 4-year or above",5891.0,8176.0,14067.0,0,0,0,1,"550 Peachtree Street, N. E., Atlanta, GA, 30308","[33.7684729, -84.3861967]",33.7684729,-84.3861967
1700,Emory University,Emory University Grady Area Campus,"80 Jessie Hill Jr. Drive, S. E.",Atlanta,GA,30303,2,"Private nonprofit, 4-year or above",5891.0,8176.0,14067.0,0,0,1,0,"80 Jessie Hill Jr. Drive, S. E., Atlanta, GA, 30303","[33.7517652, -84.3819669]",33.7517652,-84.3819669
1709,Fort Valley State University,FORT VALLEY STATE UNIVERSITY,1005 STATE UNIVERSITY DR,FORT VALLEY,GA,310304313,1,"Public, 4-year or above",1050.0,1629.0,2679.0,2,0,1,3,"1005 STATE UNIVERSITY DR, FORT VALLEY, GA, 310304313","[32.53709070000001, -83.89823270000001]",32.5370907,-83.8982327
1710,Grady Health System Professional Schools,Main Campus,"80 Jesse Hill Jr Drive, SE",ATLANTA,GA,303033050,4,"Public, 2-year",17.0,53.0,70.0,0,0,10,11,"80 Jesse Hill Jr Drive, SE, ATLANTA, GA, 303033050","[33.7517652, -84.3819669]",33.7517652,-84.3819669
1711,Georgia Institute of Technology-Main Campus,Main Campus,225 NORTH AVE NW,ATLANTA,GA,30332,1,"Public, 4-year or above",18556.0,8283.0,26839.0,5,10,8,4,"225 NORTH AVE NW, ATLANTA, GA, 30332","[33.7724173, -84.39479159999999]",33.7724173,-84.3947916
1714,Georgia Southwestern State University,Georgia Southwestern State University,800 Georgia Southwestern State University Dr.,Americus,GA,317094693,1,"Public, 4-year or above",1037.0,1917.0,2954.0,0,1,0,0,"800 Georgia Southwestern State University Dr., Americus, GA, 317094693","[32.0562795, -84.2176343]",32.0562795,-84.2176343
1715,Georgia College and State University,Milledgeville Main Campus,231 W HANCOCK ST,MILLEDGEVILLE,GA,31061,1,"Public, 4-year or above",2616.0,4299.0,6915.0,2,1,0,0,"231 W HANCOCK ST, MILLEDGEVILLE, GA, 31061","[33.0827689, -83.2318512]",33.0827689,-83.2318512
1720,Georgia Southern University,Georgia Southern University,1332 Southern Drive,STATESBORO,GA,30460,1,"Public, 4-year or above",9753.0,10920.0,20673.0,3,0,0,1,"1332 Southern Drive, STATESBORO, GA, 30460","[32.426147, -81.784058]",32.426147,-81.784058
1724,Georgia State University,Clarkston Campus,555 N. Indian Creek Drive,Clarkston,GA,30021,1,"Public, 4-year or above",13081.0,19156.0,32237.0,0,0,2,0,"555 N. Indian Creek Drive, Clarkston, GA, 30021","[33.7930334, -84.2343236]",33.7930334,-84.2343236
1725,Georgia State University,Dunwoody Campus,2101 Womack Road,Dunwoody,GA,30338,1,"Public, 4-year or above",13081.0,19156.0,32237.0,0,1,0,1,"2101 Womack Road, Dunwoody, GA, 30338","[33.9415419, -84.3018893]",33.9415419,-84.3018893
1728,Gordon State College,Main Campus,419 COLLEGE DR,BARNESVILLE,GA,302041762,1,"Public, 4-year or above",1316.0,2585.0,3901.0,0,1,1,0,"419 COLLEGE DR, BARNESVILLE, GA, 302041762","[33.0477241, -84.1536461]",33.0477241,-84.1536461
1742,Lanier Technical College,Forsyth Campus,3410 Ronald Reagan Blvd,Cumming,GA,30041,4,"Public, 2-year",1516.0,2110.0,3626.0,0,1,0,0,"3410 Ronald Reagan Blvd, Cumming, GA, 30041","[34.1488558, -84.1850619]",34.1488558,-84.1850619
1762,Mercer University,Macon Campus,1501 Mercer University Drive,Macon,GA,31207,2,"Private nonprofit, 4-year or above",3179.0,5436.0,8615.0,10,1,2,0,"1501 Mercer University Drive, Macon, GA, 31207","[32.8289979, -83.6501825]",32.8289979,-83.6501825
1765,Morehouse College,Morehouse College,830 WESTVIEW DR SW,ATLANTA,GA,30314,2,"Private nonprofit, 4-year or above",2108.0,0.0,2108.0,1,2,2,0,"830 WESTVIEW DR SW, ATLANTA, GA, 30314","[33.7459101, -84.4140299]",33.7459101,-84.4140299
1770,Oglethorpe University,Oglethorpe University,4484 PEACHTREE RD NE,ATLANTA,GA,303192797,2,"Private nonprofit, 4-year or above",512.0,672.0,1184.0,3,2,0,0,"4484 PEACHTREE RD NE, ATLANTA, GA, 303192797","[33.8759378, -84.3347556]",33.8759378,-84.3347556
1771,Paine College,Paine College,1235 15TH ST,AUGUSTA,GA,309013182,2,"Private nonprofit, 4-year or above",212.0,290.0,502.0,0,0,0,5,"1235 15TH ST, AUGUSTA, GA, 309013182","[33.4682106, -81.993618]",33.4682106,-81.993618
1775,Reinhardt University,Main Campus,7300 REINHARDT CIR,WALESKA,GA,301832981,2,"Private nonprofit, 4-year or above",774.0,710.0,1484.0,0,3,0,0,"7300 REINHARDT CIR, WALESKA, GA, 301832981","[34.3187566, -84.55444560000001]",34.3187566,-84.5544456
1776,Savannah Technical College,Savannah Campus,5717 WHITE BLUFF RD,SAVANNAH,GA,314055521,4,"Public, 2-year",1567.0,2371.0,3938.0,0,1,0,0,"5717 WHITE BLUFF RD, SAVANNAH, GA, 314055521","[32.02321, -81.1146083]",32.02321,-81.1146083
1792,Truett-McConnell College,Cleveland Campus,100 ALUMNI DR,CLEVELAND,GA,30528,2,"Private nonprofit, 4-year or above",984.0,1203.0,2187.0,1,1,0,0,"100 ALUMNI DR, CLEVELAND, GA, 30528","[34.5943163, -83.7489526]",34.5943163,-83.7489526
1797,Valdosta State University,Main Campus,1500 N PATTERSON,VALDOSTA,GA,31698,1,"Public, 4-year or above",4168.0,7207.0,11375.0,3,1,1,2,"1500 N PATTERSON, VALDOSTA, GA, 31698","[30.8465653, -83.29002340000001]",30.8465653,-83.2900234
1799,University of West Georgia,Main Campus,1601 MAPLE ST,CARROLLTON,GA,301180001,1,"Public, 4-year or above",4575.0,8733.0,13308.0,12,0,0,0,"1601 MAPLE ST, CARROLLTON, GA, 301180001","[33.5735847, -85.09771599999999]",33.5735847,-85.097716
1801,Young Harris College,Young Harris College,1 College Street,YOUNG HARRIS,GA,30582,2,"Private nonprofit, 4-year or above",525.0,675.0,1200.0,1,0,0,1,"1 College Street, YOUNG HARRIS, GA, 30582","[34.93306, -83.84656500000001]",34.93306,-83.846565
1802,Chaminade University of Honolulu,Chaminade University of Honolulu,3140 WAIALAE AVE,HONOLULU,HI,968161578,2,"Private nonprofit, 4-year or above",714.0,1563.0,2277.0,0,0,1,1,"3140 WAIALAE AVE, HONOLULU, HI, 968161578","[21.2893825, -157.8061675]",21.2893825,-157.8061675
1804,University of Hawaii at Manoa,University of Hawaii at Manoa,2444 Dole St.,Honolulu,HI,96822,1,"Public, 4-year or above",7832.0,10224.0,18056.0,13,5,1,1,"2444 Dole St., Honolulu, HI, 96822","[21.297205, -157.819838]",21.297205,-157.819838
1807,Hawaii Pacific University,Main Campus,1164 Bishop Street,Honolulu,HI,96813,2,"Private nonprofit, 4-year or above",1728.0,2353.0,4081.0,0,2,0,0,"1164 Bishop Street, Honolulu, HI, 96813","[21.3104109, -157.8596332]",21.3104109,-157.8596332
1810,Honolulu Community College,Honolulu CC Main Campus,874 DILLINGHAM BLVD,HONOLULU,HI,96817,4,"Public, 2-year",2287.0,1616.0,3903.0,0,0,0,1,"874 DILLINGHAM BLVD, HONOLULU, HI, 96817","[21.3204564, -157.8692274]",21.3204564,-157.8692274
1817,University of Hawaii Maui College,Kahului Main Campus,310 W. KA'AHUMANU AVE,KAHULUI,HI,967321617,1,"Public, 4-year or above",1180.0,2162.0,3342.0,0,0,2,0,"310 W. KA'AHUMANU AVE, KAHULUI, HI, 967321617","[20.8901594, -156.4806044]",20.8901594,-156.4806044
1829,Boise State University,Main Campus,1910 UNIVERSITY DR,BOISE,ID,837251291,1,"Public, 4-year or above",10608.0,13246.0,23854.0,12,7,1,4,"1910 UNIVERSITY DR, BOISE, ID, 837251291","[43.6017669, -116.201205]",43.6017669,-116.201205
1841,University of Idaho,Main Campus,875 Perimeter Dr MS 2285,MOSCOW,ID,838442285,1,"Public, 4-year or above",6133.0,5647.0,11780.0,2,0,0,0,"875 Perimeter Dr MS 2285, MOSCOW, ID, 838442285","[46.7288124, -117.0126084]",46.7288124,-117.0126084
1845,The College of Idaho,The College of Idaho,2112 CLEVELAND BLVD,Caldwell,ID,836054432,2,"Private nonprofit, 4-year or above",482.0,489.0,971.0,4,1,0,0,"2112 CLEVELAND BLVD, Caldwell, ID, 836054432","[43.653597, -116.6768761]",43.653597,-116.6768761
1846,Lewis-Clark State College,Main Campus,500 8th Avenue,Lewiston,ID,835012698,1,"Public, 4-year or above",1495.0,2429.0,3924.0,2,0,0,0,"500 8th Avenue, Lewiston, ID, 835012698","[46.4121153, -117.0263232]",46.4121153,-117.0263232
1849,North Idaho College,Main Campus,1000 W GARDEN AVENUE,COEUR D'ALENE,ID,838142199,4,"Public, 2-year",2143.0,3201.0,5344.0,4,0,0,1,"1000 W GARDEN AVENUE, COEUR D'ALENE, ID, 838142199","[47.6792936, -116.795861]",47.6792936,-116.795861
1867,School of the Art Institute of Chicago,Main Campus,37 S. Wabash Avenue,CHICAGO,IL,606033002,2,"Private nonprofit, 4-year or above",991.0,2578.0,3569.0,1,0,0,0,"37 S. Wabash Avenue, CHICAGO, IL, 606033002","[41.8809923, -87.6256487]",41.8809923,-87.6256487
1868,Augustana College,Main Campus,639 38TH ST,ROCK ISLAND,IL,612012296,2,"Private nonprofit, 4-year or above",1087.0,1450.0,2537.0,8,0,0,2,"639 38TH ST, ROCK ISLAND, IL, 612012296","[41.5051381, -90.5472032]",41.5051381,-90.5472032
1874,Southwestern Illinois College,Belleville Campus,2500 Carlyle Ave,Belleville,IL,622215899,4,"Public, 2-year",4395.0,5120.0,9515.0,0,4,2,1,"2500 Carlyle Ave, Belleville, IL, 622215899","[38.5178935, -89.9226223]",38.5178935,-89.9226223
1879,Bethany Theological Seminary,Earlham  College,615 National Road West,Richmond,IN,473744019,2,"Private nonprofit, 4-year or above",24.0,25.0,49.0,1,0,0,0,"615 National Road West, Richmond, IN, 473744019","[39.8261855, -84.9107246]",39.8261855,-84.9107246
1880,Black Hawk College,Moline Campus,6600 34TH AVE,MOLINE,IL,612655899,4,"Public, 2-year",2369.0,3244.0,5613.0,1,0,0,0,"6600 34TH AVE, MOLINE, IL, 612655899","[41.4774774, -90.4482304]",41.4774774,-90.4482304
1883,Blackburn College,Blackburn College,700 COLLEGE AVE,CARLINVILLE,IL,62626,2,"Private nonprofit, 4-year or above",274.0,322.0,596.0,0,1,0,1,"700 COLLEGE AVE, CARLINVILLE, IL, 62626","[39.2886353, -89.87298990000001]",39.2886353,-89.8729899
1886,Bradley University,Main Campus,1501 W BRADLEY AVE,PEORIA,IL,61625,2,"Private nonprofit, 4-year or above",2676.0,2922.0,5598.0,5,4,1,1,"1501 W BRADLEY AVE, PEORIA, IL, 61625","[40.69774719999999, -89.61528779999999]",40.6977472,-89.6152878
1900,Midwestern University-Downers Grove,Midwestern University - Downers Grove Campus,555 31ST STREET,DOWNERS GROVE,IL,605155514,2,"Private nonprofit, 4-year or above",1232.0,1682.0,2914.0,0,0,1,0,"555 31ST STREET, DOWNERS GROVE, IL, 605155514","[41.830369, -87.9998117]",41.830369,-87.9998117
1904,University of Chicago,Main Campus,5801 S ELLIS AVE,CHICAGO,IL,60637,2,"Private nonprofit, 4-year or above",8853.0,6922.0,15775.0,15,2,1,7,"5801 S ELLIS AVE, CHICAGO, IL, 60637","[41.7895762, -87.60093239999999]",41.7895762,-87.6009324
1912,City Colleges of Chicago-Kennedy-King College,Kennedy King College,6301 S. Halsted St.,CHICAGO,IL,60621,4,"Public, 2-year",1350.0,2122.0,3472.0,0,0,1,1,"6301 S. Halsted St., CHICAGO, IL, 60621","[41.7782973, -87.64390039999999]",41.7782973,-87.6439004
1916,City Colleges of Chicago-Olive-Harvey College,Olive-Harvey College,10001 S. Woodlawn Ave.,Chicago,IL,606281696,4,"Public, 2-year",1115.0,1864.0,2979.0,0,1,1,1,"10001 S. Woodlawn Ave., Chicago, IL, 606281696","[41.7105365, -87.59211599999999]",41.7105365,-87.592116
1918,City Colleges of Chicago-Harry S Truman College,Main Campus,1145 W WILSON AVE,CHICAGO,IL,606405691,4,"Public, 2-year",3794.0,5204.0,8998.0,0,1,0,1,"1145 W WILSON AVE, CHICAGO, IL, 606405691","[41.9647341, -87.6589607]",41.9647341,-87.6589607
1922,City Colleges of Chicago-Harold Washington College,City Colleges of Chicago-Harold Washington College,30 E LAKE ST,CHICAGO,IL,606012449,4,"Public, 2-year",3613.0,4873.0,8486.0,0,1,0,0,"30 E LAKE ST, CHICAGO, IL, 606012449","[41.8860232, -87.62685189999999]",41.8860232,-87.6268519
1923,City Colleges of Chicago-Wilbur Wright College,Main Campus,4300 N NARRAGANSETT,CHICAGO,IL,606341591,4,"Public, 2-year",4418.0,5737.0,10155.0,0,1,0,0,"4300 N NARRAGANSETT, CHICAGO, IL, 606341591","[41.9588117, -87.78832849999999]",41.9588117,-87.7883285
1925,Columbia College-Chicago,Columbia College Chicago,600 SOUTH MICHIGAN,CHICAGO,IL,606051996,2,"Private nonprofit, 4-year or above",3420.0,4700.0,8120.0,6,4,3,0,"600 SOUTH MICHIGAN, CHICAGO, IL, 606051996","[41.8741947, -87.6247696]",41.8741947,-87.6247696
1927,Concordia University-Chicago,Main Campus,7400 AUGUSTA,RIVER FOREST,IL,603051499,2,"Private nonprofit, 4-year or above",1879.0,3724.0,5603.0,2,3,0,1,"7400 AUGUSTA, RIVER FOREST, IL, 603051499","[41.8997104, -87.8095357]",41.8997104,-87.8095357
1933,DePaul University,Main Campus - Lincoln Park Campus,2345 N. Sheffield,CHICAGO,IL,60614,2,"Private nonprofit, 4-year or above",10975.0,12135.0,23110.0,9,1,1,0,"2345 N. Sheffield, CHICAGO, IL, 60614","[41.9250774, -87.6534229]",41.9250774,-87.6534229
1934,DePaul University,Loop Campus,1 E. Jackson,Chicago,IL,606042287,2,"Private nonprofit, 4-year or above",10975.0,12135.0,23110.0,2,2,0,3,"1 E. Jackson, Chicago, IL, 606042287","[41.8777442, -87.6272303]",41.8777442,-87.6272303
1936,DePaul University,Rosalind Franklin Campus,3333 Green Bay Road,North Chicago,IL,600643095,2,"Private nonprofit, 4-year or above",10975.0,12135.0,23110.0,0,3,0,1,"3333 Green Bay Road, North Chicago, IL, 600643095","[42.2999605, -87.8594257]",42.2999605,-87.8594257
1939,College of DuPage,Main Campus,425 Fawell Blvd.,Glen Ellyn,IL,601376599,4,"Public, 2-year",12758.0,14143.0,26901.0,0,0,1,2,"425 Fawell Blvd., Glen Ellyn, IL, 601376599","[41.8436623, -88.06883479999999]",41.8436623,-88.0688348
1945,Eastern Illinois University,Main Campus,600 LINCOLN AVE,CHARLESTON,IL,61920,1,"Public, 4-year or above",2933.0,4482.0,7415.0,1,0,0,0,"600 LINCOLN AVE, CHARLESTON, IL, 61920","[39.4836164, -88.1751377]",39.4836164,-88.1751377
1947,Elmhurst College,Main Campus,190 Prospect Avenue,Elmhurst,IL,601263096,2,"Private nonprofit, 4-year or above",1358.0,2045.0,3403.0,0,1,0,1,"190 Prospect Avenue, Elmhurst, IL, 601263096","[41.896216, -87.9461793]",41.896216,-87.9461793
1963,Rosalind Franklin University of Medicine and Science,Main Campus,3333 GREEN BAY RD,NORTH CHICAGO,IL,60064,2,"Private nonprofit, 4-year or above",985.0,1178.0,2163.0,0,3,0,1,"3333 GREEN BAY RD, NORTH CHICAGO, IL, 60064","[42.2999605, -87.8594257]",42.2999605,-87.8594257
1964,University of Illinois at Chicago,University of Illinois at Chicago - Chicago Campus East,"601 S. Morgan St., Suite 2801, M/C102",Chicago,IL,60607,1,"Public, 4-year or above",13719.0,15401.0,29120.0,2,4,5,0,"601 S. Morgan St., Suite 2801, M/C102, Chicago, IL, 60607","[41.8737709, -87.6509925]",41.8737709,-87.6509925
1967,University of Illinois at Chicago,University of Illinois at Chicago - Chicago Campus West,"601 S. Morgan St., Suite 2801, M/C102",Chicago,IL,60612,1,"Public, 4-year or above",13719.0,15401.0,29120.0,0,0,0,4,"601 S. Morgan St., Suite 2801, M/C102, Chicago, IL, 60612","[41.8737709, -87.6509925]",41.8737709,-87.6509925
1971,Benedictine University,Main Campus,5700 COLLEGE RD,LISLE,IL,605320900,2,"Private nonprofit, 4-year or above",2188.0,3704.0,5892.0,2,0,0,24,"5700 COLLEGE RD, LISLE, IL, 605320900","[41.77886280000001, -88.09489789999999]",41.7788628,-88.0948979
1974,Benedictine University,Springfield,1500 N. 5th Street,Springfield,IL,62702,2,"Private nonprofit, 4-year or above",2188.0,3704.0,5892.0,0,0,0,4,"1500 N. 5th Street, Springfield, IL, 62702","[39.8202281, -89.64834739999999]",39.8202281,-89.6483474
1976,Illinois College of Optometry,Illinois College of  Optometry,3241 S MICHIGAN AVE,CHICAGO,IL,60616,2,"Private nonprofit, 4-year or above",176.0,467.0,643.0,0,0,3,0,"3241 S MICHIGAN AVE, CHICAGO, IL, 60616","[41.835265, -87.62227899999999]",41.835265,-87.622279
1977,University of Illinois at Urbana-Champaign,Main Campus,601 E John Street,Champaign,IL,61820,1,"Public, 4-year or above",25470.0,21481.0,46951.0,17,4,3,3,"601 E John Street, Champaign, IL, 61820","[40.1088318, -88.23003729999999]",40.1088318,-88.2300373
1979,Illinois Wesleyan University,Main Campus,1312 N PARK ST,BLOOMINGTON,IL,617022900,2,"Private nonprofit, 4-year or above",821.0,950.0,1771.0,6,1,0,1,"1312 N PARK ST, BLOOMINGTON, IL, 617022900","[40.4918278, -88.9907769]",40.4918278,-88.9907769
1984,Illinois College,Main Campus,1101 W COLLEGE AVE,JACKSONVILLE,IL,626502299,2,"Private nonprofit, 4-year or above",452.0,508.0,960.0,5,0,0,1,"1101 W COLLEGE AVE, JACKSONVILLE, IL, 626502299","[39.7312595, -90.24609009999999]",39.7312595,-90.2460901
