UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD14,NEG_M14,RAPE14,FONDL14,INCES14,STATR14,ROBBE14,AGG_A14,BURGLA14,VEHIC14,ARSON14,MURD15,NEG_M15,RAPE15,FONDL15,INCES15,STATR15,ROBBE15,AGG_A15,BURGLA15,VEHIC15,ARSON15,MURD16,NEG_M16,RAPE16,FONDL16,INCES16,STATR16,ROBBE16,AGG_A16,BURGLA16,VEHIC16,ARSON16,FILTER14,FILTER15,FILTER16
227182016,Lone Star College System,"Lone Star College - North Harris, Transportation Institute",24037 W. Hardy Road,Spring,TX,77373,4,"Public, 2-year",29900,41651,71551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227182017,Lone Star College System,"Lone Star College - CyFair, Fairbanks Center",14955 Northwest Freeway,Houston,TX,77040,4,"Public, 2-year",29900,41651,71551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227182018,Lone Star College System,"CHI - Lone Star College - North Harris, School of Cosmetology",910 E Richey Rd,Houston,TX,77073,4,"Public, 2-year",29900,41651,71551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227182019,Lone Star College System,"Lone Star College - System Office, Jakarta","Mulia Business Park JI., MT Haryono Kav 58-60",Jakarta Selatan,,12780,4,"Public, 2-year",29900,41651,71551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227182020,Lone Star College System,"Lone Star College - Tomball, Creekside",8747 West New Harmony Trail,Tomball,TX,77375,4,"Public, 2-year",29900,41651,71551,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227191001,North Lake College,Central Campus,5001 N MACARTHUR BLVD,IRVING,TX,750383899,4,"Public, 2-year",5067,5811,10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1
227191002,North Lake College,North Campus,101 S. Royal Ln,Coppell,TX,75019,4,"Public, 2-year",5067,5811,10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227191003,North Lake College,West Campus,1401 Royal Ln. W.,DFW Airport,TX,752612107,4,"Public, 2-year",5067,5811,10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
227191004,North Lake College,South Campus,1081 W. Shady Grove Rd.,Irving,TX,750605868,4,"Public, 2-year",5067,5811,10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227216001,University of North Texas,Main Campus,Chestnut Ave.,DENTON,TX,762031277,1,"Public, 4-year or above",17850,20295,38145,0,0,12,6,0,0,1,2,25,3,1,0,0,7,6,0,3,0,1,15,2,3,0,0,13,8,0,1,1,3,11,2,0,1,1,1
227225001,Northeast Texas Community College,Main Campus,FM 1735,MOUNT PLEASANT,TX,75455,4,"Public, 2-year",1216,1805,3021,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1
227289001,Oblate School of Theology,Main Campus,285 OBLATE DR,SAN ANTONIO,TX,782166693,2,"Private nonprofit, 4-year or above",90,44,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227298001,Ocean Corporation,Main Campus,10840 ROCKLEY RD,HOUSTON,TX,77099,9,"Private for-profit, less-than 2-year",217,12,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227304001,Odessa College,Main campus,201 W UNIVERSITY,ODESSA,TX,797647127,4,"Public, 2-year",2518,3616,6134,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
227313001,Ogle School Hair Skin Nails-Arlington,Ogle School Hair Skin Nails,2200 WEST PARK ROW DRIVE STE 100,ARLINGTON,TX,760137400,9,"Private for-profit, less-than 2-year",3,163,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227322001,Ogle School Hair Skin Nails-Ft Worth,Ogle School Hair Skin Nails,"6125 Southwest Loop 820, Suite 128",Fort Worth,TX,761323638,9,"Private for-profit, less-than 2-year",8,206,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227331001,Our Lady of the Lake University,Main Campus OUR LADY OF THE LAKE UNIVERSITY,411 SW 24TH ST,SAN ANTONIO,TX,782074689,2,"Private nonprofit, 4-year or above",789,2341,3130,0,0,0,2,0,0,0,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,1,1,1
227331002,Our Lady of the Lake University,Our Lady of the Lake University-Houston (LSC),3232 College Park Dr.,Conroe,TX,77384,2,"Private nonprofit, 4-year or above",789,2341,3130,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
227331003,Our Lady of the Lake University,Our Lady of the Lake University-La Feria,1650 S. Main,La Feria,TX,78559,2,"Private nonprofit, 4-year or above",789,2341,3130,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
227368001,The University of Texas Rio Grande Valley,University of Texas Rio Grande Valley,1201 W. University Dr.,Edinburg,TX,785392999,1,"Public, 4-year or above",11943,15617,27560,0,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5,5,1,0,0,3,1,0,0,0,0,0,0,1,1,1,1
227368002,The University of Texas Rio Grande Valley,Brownsville Campus,One West University Blvd.,Brownsville,TX,78520,1,"Public, 4-year or above",11943,15617,27560,,,,,,,,,,,,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1
227368003,The University of Texas Rio Grande Valley,Harlingen Campus,2102 Treasure Hills Boulevard,Harlingen,TX,78550,1,"Public, 4-year or above",11943,15617,27560,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227368004,The University of Texas Rio Grande Valley,McAllen Teaching Site,1800 South Main Street,McAllen,TX,78503,1,"Public, 4-year or above",11943,15617,27560,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227368005,The University of Texas Rio Grande Valley,UTRGV Starr County Facility,Farm to Market Road 3167,Rio Grande City,TX,78582,1,"Public, 4-year or above",11943,15617,27560,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227368006,The University of Texas Rio Grande Valley,Language Institute at Resaca Village,1601 East Price Road,Brownsville,TX,78521,1,"Public, 4-year or above",11943,15617,27560,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227368007,The University of Texas Rio Grande Valley,Visual Arts Alumni Center,2412 South Closner,Edinburg,TX,78539,1,"Public, 4-year or above",11943,15617,27560,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227368008,The University of Texas Rio Grande Valley,Community Engagement and Student Building,1407 East Freddy Gonzalez,Edinburg,TX,78542,1,"Public, 4-year or above",11943,15617,27560,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227377001,Texas Southmost College,TSC Main Campus,80 Fort Brown,BROWNSVILLE,TX,78520,1,"Public, 4-year or above",2171,2891,5062,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227377005,Texas Southmost College,ITECC,301 Mexico Blvd.,Brownsville,TX,785204956,1,"Public, 4-year or above",2171,2891,5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
227386001,Panola College,Panola College,1109 W PANOLA ST,CARTHAGE,TX,75633,4,"Public, 2-year",821,1846,2667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227401001,Paris Junior College,Main Campus,2400 CLARKSVILLE ST,PARIS,TX,754606298,4,"Public, 2-year",1975,2831,4806,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
227429001,Paul Quinn College,Paul Quinn College,3837 Simpson Stuart Road,Dallas,TX,75241,2,"Private nonprofit, 4-year or above",194,242,436,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1
227526001,Prairie View A & M University,Main Campus,Reda Bland Evans and Ann Preston St.,PRAIRIE VIEW,TX,77446,1,"Public, 4-year or above",3459,5323,8782,0,0,5,1,0,0,5,3,42,9,0,0,0,6,3,0,0,5,5,22,5,1,0,0,3,0,0,0,4,6,25,2,1,1,1,1
227526002,Prairie View A & M University,Prairie View AM University Nursing Center,6436 Fannin St.,Houston,TX,77030,1,"Public, 4-year or above",3459,5323,8782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227526003,Prairie View A & M University,PVAMU Northwest Campus,9449 Grant Rd.,Houston,TX,77070,1,"Public, 4-year or above",3459,5323,8782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227687001,Ranger College,Ranger College,1100 COLLEGE CIR,RANGER,TX,76470,4,"Public, 2-year",1017,1241,2258,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
227748001,Aviation Institute of Maintenance-Houston,Main Campus,7651 Airport Boulevard,Houston,TX,77061,6,"Private for-profit, 2-year",243,20,263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227757001,Rice University,Main Campus,6100 S MAIN,HOUSTON,TX,77005,2,"Private nonprofit, 4-year or above",3952,2903,6855,0,0,8,6,0,0,1,2,3,4,1,0,0,5,1,0,0,3,0,4,2,0,0,0,18,7,0,0,3,1,4,2,1,1,1,1
227757002,Rice University,Rice School of Architecture Paris,"19, rue Crozatier, 75012 Paris, France",Paris,,,2,"Private nonprofit, 4-year or above",3952,2903,6855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227766001,Richland College,Main Campus,12800 ABRAMS RD,DALLAS,TX,752432199,4,"Public, 2-year",8310,9796,18106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227766002,Richland College,Garland campus,675 W. Walnut Street,Garland,TX,750405023,4,"Public, 2-year",8310,9796,18106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227836001,Brightwood College-McAllen,Brightwood College - McAllen,1500 South Jackson,McAllen,TX,78503,6,"Private for-profit, 2-year",78,187,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227845001,Saint Edward's University,Main Campus,3001 S CONGRESS AVE,AUSTIN,TX,787046489,2,"Private nonprofit, 4-year or above",1770,2831,4601,0,0,3,1,0,0,0,0,11,0,0,0,0,8,1,0,0,1,0,3,0,3,0,0,5,1,0,0,0,0,4,3,2,1,1,1
227845002,Saint Edward's University,Wild Basin Preserve,805 North Capital of Texas Highway,Austin,TX,78746,2,"Private nonprofit, 4-year or above",1770,2831,4601,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
227845003,Saint Edward's University,St Edward's in France,3 Place Andre Leroy,Angers,,49800,2,"Private nonprofit, 4-year or above",1770,2831,4601,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
227845004,Saint Edward's University,Professional Education Center,"9420 Research Boulevard, Echelon III",Austin,TX,78759,2,"Private nonprofit, 4-year or above",1770,2831,4601,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
227854001,St Philip's College,Main Campus,1801 MARTIN LUTHER KING DR,SAN ANTONIO,TX,782032098,4,"Public, 2-year",5001,6603,11604,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1
227863001,University of St Thomas,Main Campus,3800 MONTROSE BLVD,HOUSTON,TX,770064696,2,"Private nonprofit, 4-year or above",1167,2080,3247,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1
227863002,University of St Thomas,St Mary's Seminary,9845 Memorial Drive,Houston,TX,770243498,2,"Private nonprofit, 4-year or above",1167,2080,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227881001,Sam Houston State University,Main Campus,1803 Ave I,HUNTSVILLE,TX,77340,1,"Public, 4-year or above",7685,12792,20477,0,0,1,1,0,0,0,1,7,2,0,0,0,9,0,0,0,0,0,4,2,0,0,0,7,0,0,0,2,1,3,4,0,1,1,1
227881002,Sam Houston State University,Woodland Campus,3380 College Park Drive,Conroe,TX,77384,1,"Public, 4-year or above",7685,12792,20477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
227924001,San Antonio College,Main Campus,1819 N. Main Ave.,SAN ANTONIO,TX,782124299,4,"Public, 2-year",7902,11126,19028,0,0,1,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,17,3,2,0,0,0,0,0,0,1,0,2,2,0,1,1,1
227979001,San Jacinto Community College,Central Campus,8060 SPENCER HWY,PASADENA,TX,77505,4,"Public, 2-year",12661,16337,28998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1
227979002,San Jacinto Community College,North Campus,5800 UVALDE,HOUSTON,TX,770494599,4,"Public, 2-year",12661,16337,28998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,1,0,1,1,1
227979003,San Jacinto Community College,South Campus,13735 BEAMER RD,HOUSTON,TX,770896099,4,"Public, 2-year",12661,16337,28998,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,1
227979004,San Jacinto Community College,San Jacinto-Maritime Campus,3700 Old Highway 146,La Porte,TX,77571,4,"Public, 2-year",12661,16337,28998,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228042001,Schreiner University,Main Campus,2100 MEMORIAL BLVD,KERRVILLE,TX,780285697,2,"Private nonprofit, 4-year or above",544,764,1308,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228088001,Seguin Beauty School-Seguin,Main Campus,102 E COURT ST,SEGUIN,TX,78155,9,"Private for-profit, less-than 2-year",2,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228149001,St Mary's University,Main Campus,ONE CAMINO SANTA MARIA,SAN ANTONIO,TX,782288572,2,"Private nonprofit, 4-year or above",1718,1849,3567,0,0,3,2,0,0,1,4,5,7,0,0,0,2,0,0,0,0,1,9,2,0,0,0,7,1,0,0,2,2,17,4,0,1,1,1
228158001,South Plains College,Main Campus,1401 S. COLLEGE AVE,LEVELLAND,TX,793366595,4,"Public, 2-year",4194,5284,9478,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
228158003,South Plains College,Reese Campus,528 Gilbert St.,Lubbock,TX,794166595,4,"Public, 2-year",4194,5284,9478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228158004,South Plains College,SPC Plainview Center,1920 W. 24th St.,Plainview,TX,790726595,4,"Public, 2-year",4194,5284,9478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228158005,South Plains College,Byron Martin Center,3201 Ave. Q,Lubbock,TX,79411,4,"Public, 2-year",4194,5284,9478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228185001,South Texas Barber College Inc,South Texas Barber College,3917 AYERS,CORPUS CHRISTI,TX,78415,9,"Private for-profit, less-than 2-year",37,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228194001,South Texas College of Law,SOUTH TEXAS COLLEGE OF LAW HOUSTON,1303 SAN JACINTO ST,HOUSTON,TX,770027006,2,"Private nonprofit, 4-year or above",520,448,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228200001,South Texas Vocational Technical Institute-Weslaco,STVT - Weslaco Campus,2419 E Haggar Ave.,Weslaco,TX,78596,9,"Private for-profit, less-than 2-year",151,175,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228219001,South Texas Vocational Technical Institute-McAllen,STVT - McAllen Campus,2400 W. Daffodil Ave.,McAllen,TX,78501,9,"Private for-profit, less-than 2-year",88,261,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228246001,Southern Methodist University,Main Campus,6425 BOAZ ST,DALLAS,TX,752750221,2,"Private nonprofit, 4-year or above",6082,5657,11739,0,0,6,1,0,0,1,2,2,4,0,0,0,3,0,0,0,0,2,2,0,0,0,0,11,3,0,0,2,2,5,10,2,1,1,1
228246002,Southern Methodist University,SMU at Taos,6580 Highway 518,Ranchos de Taos,NM,87557,2,"Private nonprofit, 4-year or above",6082,5657,11739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228246003,Southern Methodist University,SMU in Plano,5236 Tennyson Parkway,Plano,TX,75024,2,"Private nonprofit, 4-year or above",6082,5657,11739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228282001,Southwest School of Business and Technical Careers-San Antonio,Main Campus,602 W SOUTHCROSS,SAN ANTONIO,TX,782210138,9,"Private for-profit, less-than 2-year",7,61,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228282003,Southwest School of Business and Technical Careers-San Antonio,SOUTHWEST SCHOOL OF BUSINESS AND TECHNICAL CAREERS-SOUTH TEXAS,3900 N. 23rd St,McAllen,TX,78501,9,"Private for-profit, less-than 2-year",7,61,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228316001,Southwest Texas Junior College,"SWTJC Main Campus, Uvalde",2401 GARNER FIELD RD,UVALDE,TX,788016297,4,"Public, 2-year",2745,3694,6439,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
228316002,Southwest Texas Junior College,SWTJC Del Rio Outreach Center,207 Wildcat Drive,Del Rio,TX,78840,4,"Public, 2-year",2745,3694,6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228316003,Southwest Texas Junior College,SWTJC Eagle Pass Outreach Center,4003 Highway 277 Southeast,Eagle Pass,TX,78852,4,"Public, 2-year",2745,3694,6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228316004,Southwest Texas Junior College,SWTJC Crystal City Instructional Facility,215 W. Zavala Street,Crystal City,TX,78839,4,"Public, 2-year",2745,3694,6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228325001,Southwestern Assemblies of God University,SAGU,1200 SYCAMORE,WAXAHACHIE,TX,75165,2,"Private nonprofit, 4-year or above",1012,1068,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,6,0,0,1,1,1
228325002,Southwestern Assemblies of God University,SAGU-AIC,10020 N 15TH AVE,PHOENIX,AZ,85021,2,"Private nonprofit, 4-year or above",1012,1068,2080,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
228343001,Southwestern University,Main Campus,1001 UNIVERSITY AVE,GEORGETOWN,TX,78626,2,"Private nonprofit, 4-year or above",633,856,1489,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,2,0,0,0,0,6,0,0,1,1,1
228431001,Stephen F Austin State University,Main Campus,1936 North St.,Nacogdoches,TX,75962,1,"Public, 4-year or above",4525,8217,12742,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,0,0,1,1,1
228459001,Texas State University,Main Campus,601 UNIVERSITY DR,SAN MARCOS,TX,786664684,1,"Public, 4-year or above",16323,22485,38808,0,0,4,1,0,0,2,4,37,3,6,0,0,0,2,0,0,4,1,16,2,0,0,0,6,0,0,0,0,0,25,9,1,1,1,1
228459002,Texas State University,Round Rock Higher Education Center.,1555 University Blvd.,Round Rock,TX,786658017,1,"Public, 4-year or above",16323,22485,38808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228468001,Southwestern Adventist University,Southwestern Adventist University,100 W Hillcrest,Keene,TX,76059,2,"Private nonprofit, 4-year or above",331,468,799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
228486001,Southwestern Christian College,Southwestern Christian College,P. O. Box 10,Terrell,TX,751604812,2,"Private nonprofit, 4-year or above",72,75,147,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
228501001,Sul Ross State University,Main Campus,400 North Harrison,ALPINE,TX,79832,1,"Public, 4-year or above",1196,1748,2944,0,0,1,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,1,7,0,0,1,1,1
228501002,Sul Ross State University,SRSU Rio Grande College at Del Rio,205 Wildcat Drive,Del Rio,TX,78840,1,"Public, 4-year or above",1196,1748,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228501003,Sul Ross State University,SRSU Rio Grande College at Eagle Pass,Route 3 Box 1200,Eagle Pass,TX,78852,1,"Public, 4-year or above",1196,1748,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228501004,Sul Ross State University,SRSU Rio Grande College at Uvalde,400 Sul Ross Drive/2623 Garner Field Road,Uvalde,TX,78801,1,"Public, 4-year or above",1196,1748,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228501005,Sul Ross State University,SRSU Rio Grande College at Castroville,153 CR 483,Castroville,TX,78039,1,"Public, 4-year or above",1196,1748,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228529001,Tarleton State University,Main Campus,1333 W. Washington,STEPHENVILLE,TX,764020000,1,"Public, 4-year or above",4996,8053,13049,0,0,3,3,0,1,0,3,23,1,0,0,0,4,0,0,0,0,0,14,0,1,0,0,6,2,0,0,0,1,8,1,0,1,1,1
228529003,Tarleton State University,Tarleton - Terrell School of Clinical Laboratory Sciences - Fort Worth,1501 Enderly Place,Fort Worth,TX,76104,1,"Public, 4-year or above",4996,8053,13049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228529004,Tarleton State University,Tarleton State University - Hickman Building - Fort Worth,6777 Camp Bowie Suite 5000,Fort Worth,TX,76116,1,"Public, 4-year or above",4996,8053,13049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228529006,Tarleton State University,Tarleton State University - Agriculture Center,1091 CR 518,Stephenville,TX,76401,1,"Public, 4-year or above",4996,8053,13049,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228547002,Tarrant County College District,South Campus,5301 Campus Drive,Fort Worth,TX,761195998,4,"Public, 2-year",21766,29584,51350,0,0,0,2,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,1
228547003,Tarrant County College District,Northeast Campus,828 W. Harwood Road,Hurst,TX,760543299,4,"Public, 2-year",21766,29584,51350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1
228547004,Tarrant County College District,Northwest Campus,4801 Marine Creek Parkway,Fort Worth,TX,761793599,4,"Public, 2-year",21766,29584,51350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
