,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
3809,William Carey University,Main Campus,710 William Carey Parkway,HATTIESBURG,MS,394015499,2,"Private nonprofit, 4-year or above",1579.0,3040.0,4619.0,0,1,0,0,"710 William Carey Parkway, HATTIESBURG, MS, 394015499","[31.3028307, -89.294094]",31.3028307,-89.294094,0.0,0.0,0.2,0.0,"William Carey University<br>Hattiesburg, MS<br>Crime Count: 0<br>Enrollment: 4619<br>Rate per 1000 students: 0.0","William Carey University<br>Hattiesburg, MS<br>Crime Count: 0<br>Enrollment: 4619<br>Rate per 1000 students: 0.0","William Carey University<br>Hattiesburg, MS<br>Crime Count: 1<br>Enrollment: 4619<br>Rate per 1000 students: 0.2","William Carey University<br>Hattiesburg, MS<br>Crime Count: 0<br>Enrollment: 4619<br>Rate per 1000 students: 0.0"
3812,Assemblies of God Theological Seminary,Assembles Of God Theological Seminary,1435 N GLENSTONE AVE,SPRINGFIELD,MO,658022131,2,"Private nonprofit, 4-year or above",223.0,99.0,322.0,1,1,0,1,"1435 N GLENSTONE AVE, SPRINGFIELD, MO, 658022131","[37.2241833, -93.2622916]",37.2241833,-93.2622916,3.1,0.0,3.1,3.1,"Assemblies of God Theological Seminary<br>Springfield, MO<br>Crime Count: 1<br>Enrollment: 322<br>Rate per 1000 students: 3.1","Assemblies of God Theological Seminary<br>Springfield, MO<br>Crime Count: 0<br>Enrollment: 322<br>Rate per 1000 students: 0.0","Assemblies of God Theological Seminary<br>Springfield, MO<br>Crime Count: 1<br>Enrollment: 322<br>Rate per 1000 students: 3.1","Assemblies of God Theological Seminary<br>Springfield, MO<br>Crime Count: 1<br>Enrollment: 322<br>Rate per 1000 students: 3.1"
3823,University of Central Missouri,Main Campus,306 Broad Street,Warrensburg,MO,64093,1,"Public, 4-year or above",6649.0,7339.0,13988.0,15,9,0,2,"306 Broad Street, Warrensburg, MO, 64093","[38.7602828, -93.73498]",38.7602828,-93.73498,0.1,0.0,0.6,1.1,"University of Central Missouri<br>Warrensburg, MO<br>Crime Count: 2<br>Enrollment: 13988<br>Rate per 1000 students: 0.1","University of Central Missouri<br>Warrensburg, MO<br>Crime Count: 0<br>Enrollment: 13988<br>Rate per 1000 students: 0.0","University of Central Missouri<br>Warrensburg, MO<br>Crime Count: 9<br>Enrollment: 13988<br>Rate per 1000 students: 0.6","University of Central Missouri<br>Warrensburg, MO<br>Crime Count: 15<br>Enrollment: 13988<br>Rate per 1000 students: 1.1"
3874,Culver-Stockton College,Main Campus,1 COLLEGE HILL,CANTON,MO,634351299,2,"Private nonprofit, 4-year or above",530.0,565.0,1095.0,4,0,0,1,"1 COLLEGE HILL, CANTON, MO, 634351299","[40.1299865, -91.52691899999999]",40.1299865,-91.526919,0.9,0.0,0.0,3.7,"Culver-Stockton College<br>Canton, MO<br>Crime Count: 1<br>Enrollment: 1095<br>Rate per 1000 students: 0.9","Culver-Stockton College<br>Canton, MO<br>Crime Count: 0<br>Enrollment: 1095<br>Rate per 1000 students: 0.0","Culver-Stockton College<br>Canton, MO<br>Crime Count: 0<br>Enrollment: 1095<br>Rate per 1000 students: 0.0","Culver-Stockton College<br>Canton, MO<br>Crime Count: 4<br>Enrollment: 1095<br>Rate per 1000 students: 3.7"
3888,Eden Theological Seminary,Main Campus,475 E LOCKWOOD AVE,WEBSTER GROVES,MO,631193192,2,"Private nonprofit, 4-year or above",62.0,81.0,143.0,1,0,0,0,"475 E LOCKWOOD AVE, WEBSTER GROVES, MO, 631193192","[38.5914923, -90.3451204]",38.5914923,-90.3451204,0.0,0.0,0.0,7.0,"Eden Theological Seminary<br>Webster Groves, MO<br>Crime Count: 0<br>Enrollment: 143<br>Rate per 1000 students: 0.0","Eden Theological Seminary<br>Webster Groves, MO<br>Crime Count: 0<br>Enrollment: 143<br>Rate per 1000 students: 0.0","Eden Theological Seminary<br>Webster Groves, MO<br>Crime Count: 0<br>Enrollment: 143<br>Rate per 1000 students: 0.0","Eden Theological Seminary<br>Webster Groves, MO<br>Crime Count: 1<br>Enrollment: 143<br>Rate per 1000 students: 7.0"
3891,Evangel University,Main Campus,1111 N GLENSTONE AVE.,SPRINGFIELD,MO,658022191,2,"Private nonprofit, 4-year or above",786.0,1035.0,1821.0,1,1,0,1,"1111 N GLENSTONE AVE., SPRINGFIELD, MO, 658022191","[37.2211819, -93.26433840000001]",37.2211819,-93.2643384,0.5,0.0,0.5,0.5,"Evangel University<br>Springfield, MO<br>Crime Count: 1<br>Enrollment: 1821<br>Rate per 1000 students: 0.5","Evangel University<br>Springfield, MO<br>Crime Count: 0<br>Enrollment: 1821<br>Rate per 1000 students: 0.0","Evangel University<br>Springfield, MO<br>Crime Count: 1<br>Enrollment: 1821<br>Rate per 1000 students: 0.5","Evangel University<br>Springfield, MO<br>Crime Count: 1<br>Enrollment: 1821<br>Rate per 1000 students: 0.5"
3906,Harris-Stowe State University,Harris-Stowe State University,3026 LACLEDE AVE,SAINT LOUIS,MO,631032136,1,"Public, 4-year or above",488.0,976.0,1464.0,1,0,0,0,"3026 LACLEDE AVE, SAINT LOUIS, MO, 631032136","[38.631924, -90.224919]",38.631924,-90.224919,0.0,0.0,0.0,0.7,"Harris-Stowe State University<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 1464<br>Rate per 1000 students: 0.0","Harris-Stowe State University<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 1464<br>Rate per 1000 students: 0.0","Harris-Stowe State University<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 1464<br>Rate per 1000 students: 0.0","Harris-Stowe State University<br>Saint Louis, MO<br>Crime Count: 1<br>Enrollment: 1464<br>Rate per 1000 students: 0.7"
3910,Jefferson College,Hillsboro Campus,1000 VIKING DR,HILLSBORO,MO,630502440,4,"Public, 2-year",1899.0,2793.0,4692.0,1,1,0,0,"1000 VIKING DR, HILLSBORO, MO, 630502440","[38.2593094, -90.5599873]",38.2593094,-90.5599873,0.0,0.0,0.2,0.2,"Jefferson College<br>Hillsboro, MO<br>Crime Count: 0<br>Enrollment: 4692<br>Rate per 1000 students: 0.0","Jefferson College<br>Hillsboro, MO<br>Crime Count: 0<br>Enrollment: 4692<br>Rate per 1000 students: 0.0","Jefferson College<br>Hillsboro, MO<br>Crime Count: 1<br>Enrollment: 4692<br>Rate per 1000 students: 0.2","Jefferson College<br>Hillsboro, MO<br>Crime Count: 1<br>Enrollment: 4692<br>Rate per 1000 students: 0.2"
3934,Lincoln University,Main Campus,820 CHESTNUT,JEFFERSON CITY,MO,65101,1,"Public, 4-year or above",1167.0,1571.0,2738.0,6,2,0,2,"820 CHESTNUT, JEFFERSON CITY, MO, 65101","[38.5628374, -92.1712833]",38.5628374,-92.1712833,0.7,0.0,0.7,2.2,"Lincoln University<br>Jefferson City, MO<br>Crime Count: 2<br>Enrollment: 2738<br>Rate per 1000 students: 0.7","Lincoln University<br>Jefferson City, MO<br>Crime Count: 0<br>Enrollment: 2738<br>Rate per 1000 students: 0.0","Lincoln University<br>Jefferson City, MO<br>Crime Count: 2<br>Enrollment: 2738<br>Rate per 1000 students: 0.7","Lincoln University<br>Jefferson City, MO<br>Crime Count: 6<br>Enrollment: 2738<br>Rate per 1000 students: 2.2"
3936,Lindenwood University,Lindenwood University,209 South Kingshighway,Saint Charles,MO,633011695,2,"Private nonprofit, 4-year or above",4394.0,6356.0,10750.0,2,0,1,0,"209 South Kingshighway, Saint Charles, MO, 633011695","[38.7869219, -90.4971776]",38.7869219,-90.4971776,0.0,0.1,0.0,0.2,"Lindenwood University<br>Saint Charles, MO<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0","Lindenwood University<br>Saint Charles, MO<br>Crime Count: 1<br>Enrollment: 10750<br>Rate per 1000 students: 0.1","Lindenwood University<br>Saint Charles, MO<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0","Lindenwood University<br>Saint Charles, MO<br>Crime Count: 2<br>Enrollment: 10750<br>Rate per 1000 students: 0.2"
3937,Lindenwood University,Lindenwood University - Belleville,2600 West Main Street,Belleville,IL,62226,2,"Private nonprofit, 4-year or above",4394.0,6356.0,10750.0,3,0,1,0,"2600 West Main Street, Belleville, IL, 62226","[38.5226535, -90.0110371]",38.5226535,-90.0110371,0.0,0.1,0.0,0.3,"Lindenwood University<br>Belleville, IL<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0","Lindenwood University<br>Belleville, IL<br>Crime Count: 1<br>Enrollment: 10750<br>Rate per 1000 students: 0.1","Lindenwood University<br>Belleville, IL<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0","Lindenwood University<br>Belleville, IL<br>Crime Count: 3<br>Enrollment: 10750<br>Rate per 1000 students: 0.3"
3938,Lindenwood University,North County,4500 Washington,Florissant,MO,63031,2,"Private nonprofit, 4-year or above",4394.0,6356.0,10750.0,0,2,0,0,"4500 Washington, Florissant, MO, 63031","[38.7754922, -90.3106119]",38.7754922,-90.3106119,0.0,0.0,0.2,0.0,"Lindenwood University<br>Florissant, MO<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0","Lindenwood University<br>Florissant, MO<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0","Lindenwood University<br>Florissant, MO<br>Crime Count: 2<br>Enrollment: 10750<br>Rate per 1000 students: 0.2","Lindenwood University<br>Florissant, MO<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0"
3950,Metropolitan Community College-Kansas City,Metropolitan Community College-Longview Campus,500 SW Longview Rd.,Lee's Summit,MO,640812105,4,"Public, 2-year",6651.0,9139.0,15790.0,0,1,0,0,"500 SW Longview Rd., Lee's Summit, MO, 640812105","[38.9092838, -94.45354739999999]",38.9092838,-94.4535474,0.0,0.0,0.1,0.0,"Metropolitan Community College-Kansas City<br>Lee'S Summit, MO<br>Crime Count: 0<br>Enrollment: 15790<br>Rate per 1000 students: 0.0","Metropolitan Community College-Kansas City<br>Lee'S Summit, MO<br>Crime Count: 0<br>Enrollment: 15790<br>Rate per 1000 students: 0.0","Metropolitan Community College-Kansas City<br>Lee'S Summit, MO<br>Crime Count: 1<br>Enrollment: 15790<br>Rate per 1000 students: 0.1","Metropolitan Community College-Kansas City<br>Lee'S Summit, MO<br>Crime Count: 0<br>Enrollment: 15790<br>Rate per 1000 students: 0.0"
3952,Metropolitan Community College-Kansas City,Metropolitan Community College-Penn Valley,3200 Southwest Trafficway,KANSAS CITY,MO,641112764,4,"Public, 2-year",6651.0,9139.0,15790.0,0,0,0,4,"3200 Southwest Trafficway, KANSAS CITY, MO, 641112764","[39.0694272, -94.5949524]",39.0694272,-94.5949524,0.3,0.0,0.0,0.0,"Metropolitan Community College-Kansas City<br>Kansas City, MO<br>Crime Count: 4<br>Enrollment: 15790<br>Rate per 1000 students: 0.3","Metropolitan Community College-Kansas City<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 15790<br>Rate per 1000 students: 0.0","Metropolitan Community College-Kansas City<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 15790<br>Rate per 1000 students: 0.0","Metropolitan Community College-Kansas City<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 15790<br>Rate per 1000 students: 0.0"
3955,Maryville University of Saint Louis,Maryville University,650 Maryville University Drive,Saint Louis,MO,631417299,2,"Private nonprofit, 4-year or above",1607.0,5221.0,6828.0,1,1,0,0,"650 Maryville University Drive, Saint Louis, MO, 631417299","[38.6478834, -90.5051848]",38.6478834,-90.5051848,0.0,0.0,0.1,0.1,"Maryville University of Saint Louis<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 6828<br>Rate per 1000 students: 0.0","Maryville University of Saint Louis<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 6828<br>Rate per 1000 students: 0.0","Maryville University of Saint Louis<br>Saint Louis, MO<br>Crime Count: 1<br>Enrollment: 6828<br>Rate per 1000 students: 0.1","Maryville University of Saint Louis<br>Saint Louis, MO<br>Crime Count: 1<br>Enrollment: 6828<br>Rate per 1000 students: 0.1"
3965,Mineral Area College,Main Campus,"P. O. Box 1000, 5270 FLAT RIVER ROAD",PARK HILLS,MO,636011000,4,"Public, 2-year",1875.0,2298.0,4173.0,0,0,0,1,"P. O. Box 1000, 5270 FLAT RIVER ROAD, PARK HILLS, MO, 636011000","[37.844032, -90.48080279999999]",37.844032,-90.4808028,0.2,0.0,0.0,0.0,"Mineral Area College<br>Park Hills, MO<br>Crime Count: 1<br>Enrollment: 4173<br>Rate per 1000 students: 0.2","Mineral Area College<br>Park Hills, MO<br>Crime Count: 0<br>Enrollment: 4173<br>Rate per 1000 students: 0.0","Mineral Area College<br>Park Hills, MO<br>Crime Count: 0<br>Enrollment: 4173<br>Rate per 1000 students: 0.0","Mineral Area College<br>Park Hills, MO<br>Crime Count: 0<br>Enrollment: 4173<br>Rate per 1000 students: 0.0"
3966,Missouri Baptist University,Main Campus,ONE COLLEGE PARK DR,SAINT LOUIS,MO,631418660,2,"Private nonprofit, 4-year or above",2070.0,3662.0,5732.0,0,0,0,1,"ONE COLLEGE PARK DR, SAINT LOUIS, MO, 631418660","[38.646062, -90.4623043]",38.646062,-90.4623043,0.2,0.0,0.0,0.0,"Missouri Baptist University<br>Saint Louis, MO<br>Crime Count: 1<br>Enrollment: 5732<br>Rate per 1000 students: 0.2","Missouri Baptist University<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 5732<br>Rate per 1000 students: 0.0","Missouri Baptist University<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 5732<br>Rate per 1000 students: 0.0","Missouri Baptist University<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 5732<br>Rate per 1000 students: 0.0"
3967,Missouri Southern State University,Main Campus,3950 E NEWMAN RD,JOPLIN,MO,648011595,1,"Public, 4-year or above",2587.0,3644.0,6231.0,2,1,0,0,"3950 E NEWMAN RD, JOPLIN, MO, 648011595","[37.0979465, -94.45960079999999]",37.0979465,-94.4596008,0.0,0.0,0.2,0.3,"Missouri Southern State University<br>Joplin, MO<br>Crime Count: 0<br>Enrollment: 6231<br>Rate per 1000 students: 0.0","Missouri Southern State University<br>Joplin, MO<br>Crime Count: 0<br>Enrollment: 6231<br>Rate per 1000 students: 0.0","Missouri Southern State University<br>Joplin, MO<br>Crime Count: 1<br>Enrollment: 6231<br>Rate per 1000 students: 0.2","Missouri Southern State University<br>Joplin, MO<br>Crime Count: 2<br>Enrollment: 6231<br>Rate per 1000 students: 0.3"
3968,Missouri Valley College,Main Campus,500 E COLLEGE ST,MARSHALL,MO,65340,2,"Private nonprofit, 4-year or above",1005.0,804.0,1809.0,1,0,0,3,"500 E COLLEGE ST, MARSHALL, MO, 65340","[39.108868, -93.1902975]",39.108868,-93.1902975,1.7,0.0,0.0,0.6,"Missouri Valley College<br>Marshall, MO<br>Crime Count: 3<br>Enrollment: 1809<br>Rate per 1000 students: 1.7","Missouri Valley College<br>Marshall, MO<br>Crime Count: 0<br>Enrollment: 1809<br>Rate per 1000 students: 0.0","Missouri Valley College<br>Marshall, MO<br>Crime Count: 0<br>Enrollment: 1809<br>Rate per 1000 students: 0.0","Missouri Valley College<br>Marshall, MO<br>Crime Count: 1<br>Enrollment: 1809<br>Rate per 1000 students: 0.6"
3970,Missouri Western State University,Main Campus,4525 DOWNS DR,SAINT JOSEPH,MO,64507,1,"Public, 4-year or above",2210.0,3153.0,5363.0,4,2,0,0,"4525 DOWNS DR, SAINT JOSEPH, MO, 64507","[39.7596399, -94.7881736]",39.7596399,-94.7881736,0.0,0.0,0.4,0.7,"Missouri Western State University<br>Saint Joseph, MO<br>Crime Count: 0<br>Enrollment: 5363<br>Rate per 1000 students: 0.0","Missouri Western State University<br>Saint Joseph, MO<br>Crime Count: 0<br>Enrollment: 5363<br>Rate per 1000 students: 0.0","Missouri Western State University<br>Saint Joseph, MO<br>Crime Count: 2<br>Enrollment: 5363<br>Rate per 1000 students: 0.4","Missouri Western State University<br>Saint Joseph, MO<br>Crime Count: 4<br>Enrollment: 5363<br>Rate per 1000 students: 0.7"
3971,University of Missouri-Columbia,Main Campus,105 JESSE HALL,COLUMBIA,MO,65211,1,"Public, 4-year or above",15562.0,17677.0,33239.0,19,7,0,2,"105 JESSE HALL, COLUMBIA, MO, 65211","[38.945325, -92.328801]",38.945325,-92.328801,0.1,0.0,0.2,0.6,"University of Missouri-Columbia<br>Columbia, MO<br>Crime Count: 2<br>Enrollment: 33239<br>Rate per 1000 students: 0.1","University of Missouri-Columbia<br>Columbia, MO<br>Crime Count: 0<br>Enrollment: 33239<br>Rate per 1000 students: 0.0","University of Missouri-Columbia<br>Columbia, MO<br>Crime Count: 7<br>Enrollment: 33239<br>Rate per 1000 students: 0.2","University of Missouri-Columbia<br>Columbia, MO<br>Crime Count: 19<br>Enrollment: 33239<br>Rate per 1000 students: 0.6"
3982,University of Missouri-Kansas City,Health Sciences Complex,5100 Rockhill Road,Kansas City,MO,641102499,1,"Public, 4-year or above",7463.0,9473.0,16936.0,0,0,3,0,"5100 Rockhill Road, Kansas City, MO, 641102499","[39.03366949999999, -94.5762776]",39.0336695,-94.5762776,0.0,0.2,0.0,0.0,"University of Missouri-Kansas City<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 16936<br>Rate per 1000 students: 0.0","University of Missouri-Kansas City<br>Kansas City, MO<br>Crime Count: 3<br>Enrollment: 16936<br>Rate per 1000 students: 0.2","University of Missouri-Kansas City<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 16936<br>Rate per 1000 students: 0.0","University of Missouri-Kansas City<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 16936<br>Rate per 1000 students: 0.0"
3985,University of Missouri-St Louis,University of Missouri-St. Louis,1 University Blvd.,Saint Louis,MO,631214400,1,"Public, 4-year or above",6958.0,10031.0,16989.0,3,0,2,0,"1 University Blvd., Saint Louis, MO, 631214400","[38.7101379, -90.31110749999999]",38.7101379,-90.3111075,0.0,0.1,0.0,0.2,"University of Missouri-St Louis<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 16989<br>Rate per 1000 students: 0.0","University of Missouri-St Louis<br>Saint Louis, MO<br>Crime Count: 2<br>Enrollment: 16989<br>Rate per 1000 students: 0.1","University of Missouri-St Louis<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 16989<br>Rate per 1000 students: 0.0","University of Missouri-St Louis<br>Saint Louis, MO<br>Crime Count: 3<br>Enrollment: 16989<br>Rate per 1000 students: 0.2"
3987,Moberly Area Community College,Moberly Area Community College,101 COLLEGE AVE,MOBERLY,MO,652701304,4,"Public, 2-year",2062.0,2998.0,5060.0,0,0,0,1,"101 COLLEGE AVE, MOBERLY, MO, 652701304","[39.4187331, -92.4538814]",39.4187331,-92.4538814,0.2,0.0,0.0,0.0,"Moberly Area Community College<br>Moberly, MO<br>Crime Count: 1<br>Enrollment: 5060<br>Rate per 1000 students: 0.2","Moberly Area Community College<br>Moberly, MO<br>Crime Count: 0<br>Enrollment: 5060<br>Rate per 1000 students: 0.0","Moberly Area Community College<br>Moberly, MO<br>Crime Count: 0<br>Enrollment: 5060<br>Rate per 1000 students: 0.0","Moberly Area Community College<br>Moberly, MO<br>Crime Count: 0<br>Enrollment: 5060<br>Rate per 1000 students: 0.0"
3996,Truman State University,Main Campus,100 E NORMAL,KIRKSVILLE,MO,635014221,1,"Public, 4-year or above",2594.0,3785.0,6379.0,2,0,0,0,"100 E NORMAL, KIRKSVILLE, MO, 635014221","[40.1885963, -92.5820887]",40.1885963,-92.5820887,0.0,0.0,0.0,0.3,"Truman State University<br>Kirksville, MO<br>Crime Count: 0<br>Enrollment: 6379<br>Rate per 1000 students: 0.0","Truman State University<br>Kirksville, MO<br>Crime Count: 0<br>Enrollment: 6379<br>Rate per 1000 students: 0.0","Truman State University<br>Kirksville, MO<br>Crime Count: 0<br>Enrollment: 6379<br>Rate per 1000 students: 0.0","Truman State University<br>Kirksville, MO<br>Crime Count: 2<br>Enrollment: 6379<br>Rate per 1000 students: 0.3"
4048,Rockhurst University,Main Campus,1100 ROCKHURST RD,KANSAS CITY,MO,641102561,2,"Private nonprofit, 4-year or above",1134.0,1720.0,2854.0,1,4,0,0,"1100 ROCKHURST RD, KANSAS CITY, MO, 641102561","[39.0306761, -94.5709368]",39.0306761,-94.5709368,0.0,0.0,1.4,0.4,"Rockhurst University<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 2854<br>Rate per 1000 students: 0.0","Rockhurst University<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 2854<br>Rate per 1000 students: 0.0","Rockhurst University<br>Kansas City, MO<br>Crime Count: 4<br>Enrollment: 2854<br>Rate per 1000 students: 1.4","Rockhurst University<br>Kansas City, MO<br>Crime Count: 1<br>Enrollment: 2854<br>Rate per 1000 students: 0.4"
4050,Saint Louis University,Main Campus,221 N GRAND BLVD,SAINT LOUIS,MO,631032097,2,"Private nonprofit, 4-year or above",6676.0,9915.0,16591.0,12,8,2,3,"221 N GRAND BLVD, SAINT LOUIS, MO, 631032097","[38.63661, -90.23345719999999]",38.63661,-90.2334572,0.2,0.1,0.5,0.7,"Saint Louis University<br>Saint Louis, MO<br>Crime Count: 3<br>Enrollment: 16591<br>Rate per 1000 students: 0.2","Saint Louis University<br>Saint Louis, MO<br>Crime Count: 2<br>Enrollment: 16591<br>Rate per 1000 students: 0.1","Saint Louis University<br>Saint Louis, MO<br>Crime Count: 8<br>Enrollment: 16591<br>Rate per 1000 students: 0.5","Saint Louis University<br>Saint Louis, MO<br>Crime Count: 12<br>Enrollment: 16591<br>Rate per 1000 students: 0.7"
4056,Saint Louis Christian College,Saint Louis Christian College,1360 GRANDVIEW DR,FLORISSANT,MO,63033,2,"Private nonprofit, 4-year or above",66.0,47.0,113.0,0,1,0,0,"1360 GRANDVIEW DR, FLORISSANT, MO, 63033","[38.7755525, -90.29511269999999]",38.7755525,-90.2951127,0.0,0.0,8.8,0.0,"Saint Louis Christian College<br>Florissant, MO<br>Crime Count: 0<br>Enrollment: 113<br>Rate per 1000 students: 0.0","Saint Louis Christian College<br>Florissant, MO<br>Crime Count: 0<br>Enrollment: 113<br>Rate per 1000 students: 0.0","Saint Louis Christian College<br>Florissant, MO<br>Crime Count: 1<br>Enrollment: 113<br>Rate per 1000 students: 8.8","Saint Louis Christian College<br>Florissant, MO<br>Crime Count: 0<br>Enrollment: 113<br>Rate per 1000 students: 0.0"
4057,St Louis College of Pharmacy,STLCOP Main Campus,4588 PARKVIEW PL,SAINT LOUIS,MO,631101088,2,"Private nonprofit, 4-year or above",546.0,838.0,1384.0,1,0,0,0,"4588 PARKVIEW PL, SAINT LOUIS, MO, 631101088","[38.6366208, -90.2608024]",38.6366208,-90.2608024,0.0,0.0,0.0,0.7,"St Louis College of Pharmacy<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 1384<br>Rate per 1000 students: 0.0","St Louis College of Pharmacy<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 1384<br>Rate per 1000 students: 0.0","St Louis College of Pharmacy<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 1384<br>Rate per 1000 students: 0.0","St Louis College of Pharmacy<br>Saint Louis, MO<br>Crime Count: 1<br>Enrollment: 1384<br>Rate per 1000 students: 0.7"
4068,Saint Paul School of Theology,Saint Paul at Oklahoma City University,2501 North Blackwelder,Oklahoma City,OK,73106,2,"Private nonprofit, 4-year or above",67.0,58.0,125.0,2,0,0,0,"2501 North Blackwelder, Oklahoma City, OK, 73106","[35.493804, -97.54022119999999]",35.493804,-97.5402212,0.0,0.0,0.0,16.0,"Saint Paul School of Theology<br>Oklahoma City, OK<br>Crime Count: 0<br>Enrollment: 125<br>Rate per 1000 students: 0.0","Saint Paul School of Theology<br>Oklahoma City, OK<br>Crime Count: 0<br>Enrollment: 125<br>Rate per 1000 students: 0.0","Saint Paul School of Theology<br>Oklahoma City, OK<br>Crime Count: 0<br>Enrollment: 125<br>Rate per 1000 students: 0.0","Saint Paul School of Theology<br>Oklahoma City, OK<br>Crime Count: 2<br>Enrollment: 125<br>Rate per 1000 students: 16.0"
4076,Saint Luke's College of Health Sciences,Main Campus,624 Westport Road,Kansas City,MO,64111,2,"Private nonprofit, 4-year or above",47.0,455.0,502.0,0,1,0,4,"624 Westport Road, Kansas City, MO, 64111","[39.0518323, -94.59460969999999]",39.0518323,-94.5946097,8.0,0.0,2.0,0.0,"Saint Luke's College of Health Sciences<br>Kansas City, MO<br>Crime Count: 4<br>Enrollment: 502<br>Rate per 1000 students: 8.0","Saint Luke's College of Health Sciences<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 502<br>Rate per 1000 students: 0.0","Saint Luke's College of Health Sciences<br>Kansas City, MO<br>Crime Count: 1<br>Enrollment: 502<br>Rate per 1000 students: 2.0","Saint Luke's College of Health Sciences<br>Kansas City, MO<br>Crime Count: 0<br>Enrollment: 502<br>Rate per 1000 students: 0.0"
4080,Stephens College,Summer Theater,2001 US-71,Okoboji,MO,65215,2,"Private nonprofit, 4-year or above",37.0,917.0,954.0,0,1,0,0,"2001 US-71, Okoboji, MO, 65215","[43.3937172, -95.1288407]",43.3937172,-95.1288407,0.0,0.0,1.0,0.0,"Stephens College<br>Okoboji, MO<br>Crime Count: 0<br>Enrollment: 954<br>Rate per 1000 students: 0.0","Stephens College<br>Okoboji, MO<br>Crime Count: 0<br>Enrollment: 954<br>Rate per 1000 students: 0.0","Stephens College<br>Okoboji, MO<br>Crime Count: 1<br>Enrollment: 954<br>Rate per 1000 students: 1.0","Stephens College<br>Okoboji, MO<br>Crime Count: 0<br>Enrollment: 954<br>Rate per 1000 students: 0.0"
4081,Southeast Missouri State University,Southeast Missouri State University,ONE UNIVERSITY PLZ,CAPE GIRARDEAU,MO,637019980,1,"Public, 4-year or above",5072.0,6906.0,11978.0,8,0,0,2,"ONE UNIVERSITY PLZ, CAPE GIRARDEAU, MO, 637019980","[37.31564460000001, -89.53008319999999]",37.3156446,-89.5300832,0.2,0.0,0.0,0.7,"Southeast Missouri State University<br>Cape Girardeau, MO<br>Crime Count: 2<br>Enrollment: 11978<br>Rate per 1000 students: 0.2","Southeast Missouri State University<br>Cape Girardeau, MO<br>Crime Count: 0<br>Enrollment: 11978<br>Rate per 1000 students: 0.0","Southeast Missouri State University<br>Cape Girardeau, MO<br>Crime Count: 0<br>Enrollment: 11978<br>Rate per 1000 students: 0.0","Southeast Missouri State University<br>Cape Girardeau, MO<br>Crime Count: 8<br>Enrollment: 11978<br>Rate per 1000 students: 0.7"
4106,Washington University in St Louis,Danforth Campus,ONE BROOKINGS DR,SAINT LOUIS,MO,63130,2,"Private nonprofit, 4-year or above",7300.0,7747.0,15047.0,36,2,8,3,"ONE BROOKINGS DR, SAINT LOUIS, MO, 63130","[38.6471178, -90.3026148]",38.6471178,-90.3026148,0.2,0.5,0.1,2.4,"Washington University in St Louis<br>Saint Louis, MO<br>Crime Count: 3<br>Enrollment: 15047<br>Rate per 1000 students: 0.2","Washington University in St Louis<br>Saint Louis, MO<br>Crime Count: 8<br>Enrollment: 15047<br>Rate per 1000 students: 0.5","Washington University in St Louis<br>Saint Louis, MO<br>Crime Count: 2<br>Enrollment: 15047<br>Rate per 1000 students: 0.1","Washington University in St Louis<br>Saint Louis, MO<br>Crime Count: 36<br>Enrollment: 15047<br>Rate per 1000 students: 2.4"
